20201222,相城,黄埭,春申景城,19010元/m2,51套在售二手房
20201222,相城,黄埭,华宇锦绣花城,19910元/m2,59套在售二手房
20201222,相城,黄埭,冠城大通蓝湾,19308元/m2,69套在售二手房
20201222,相城,黄埭,普禧观澜,20113元/m2,40套在售二手房
20201222,相城,黄埭,古宫新村,15539元/m2,25套在售二手房
20201222,相城,黄埭,融创81栋,23116元/m2,14套在售二手房
20201222,相城,黄埭,恒大悦珑湾,暂无,0套在售二手房
20201222,相城,黄埭,丽岛别墅,20660元/m2,21套在售二手房
20201222,相城,黄埭,玉莲新村,15754元/m2,23套在售二手房
20201222,相城,黄埭,金星花苑（二区）,14861元/m2,25套在售二手房
20201222,相城,黄埭,憧憬新村,14901元/m2,20套在售二手房
20201222,相城,黄埭,咏春花苑,14176元/m2,18套在售二手房
20201222,相城,黄埭,建邦华府,19761元/m2,11套在售二手房
20201222,相城,黄埭,裴圩家园,16359元/m2,19套在售二手房
20201222,相城,黄埭,冠城水岸,17837元/m2,34套在售二手房
20201222,相城,黄埭,丽水花园,13180元/m2,17套在售二手房
20201222,相城,黄埭,寺前新村,14494元/m2,8套在售二手房
20201222,相城,黄埭,欧之韵,20458元/m2,9套在售二手房
20201222,相城,黄埭,春申新村,15379元/m2,3套在售二手房
20201222,相城,黄埭,建邦唯园,25703元/m2,10套在售二手房
20201222,相城,黄埭,埭宝园,14078元/m2,12套在售二手房
20201222,相城,黄埭,康阳新村,16453元/m2,8套在售二手房
20201222,相城,黄埭,泰峰名人金谷园,19736元/m2,2套在售二手房
20201222,相城,黄埭,玉莲花苑,16463元/m2,3套在售二手房
20201222,相城,黄埭,长和新村,16464元/m2,3套在售二手房
20201222,相城,黄埭,金荷小区,暂无,0套在售二手房
20201222,相城,黄埭,中市新村,15293元/m2,3套在售二手房
20201222,相城,黄埭,金星花苑,15031元/m2,2套在售二手房
20201222,相城,黄埭,商城花苑,14091元/m2,5套在售二手房
20201222,相城,黄埭,裴巷新村,12552元/m2,1套在售二手房
20201222,相城,黄埭,金星新村,16550元/m2,3套在售二手房
20201222,相城,黄埭,阅湖生活广场,18586元/m2,9套在售二手房
20201222,相城,黄埭,常乐新村,15238元/m2,1套在售二手房
20201222,相城,黄埭,丽滩别墅,19736元/m2,1套在售二手房
20201222,相城,黄埭,新月新村,14506元/m2,1套在售二手房
20201222,相城,黄埭,群益弄22号,14445元/m2,0套在售二手房
20201222,相城,黄埭,苏鑫富临苑,19691元/m2,0套在售二手房
20201222,相城,黄埭,盛园,暂无,1套在售二手房
20201222,相城,黄埭,方桥新村,15888元/m2,2套在售二手房
20201222,相城,黄埭,西巷别墅,21754元/m2,1套在售二手房
20201222,相城,黄埭,金家新村,13943元/m2,0套在售二手房
20201222,相城,黄埭,费家弄,13807元/m2,0套在售二手房
20201222,相城,黄埭,黄埭镇,暂无,0套在售二手房
20201222,相城,黄埭,下塘街,14970元/m2,0套在售二手房
20201222,相城,黄埭,黄埭中学教工公寓,15102元/m2,0套在售二手房
20201222,相城,黄埭,黄埭中翔生活广场,暂无,0套在售二手房
20201222,相城,黄埭,亚太小区,暂无,0套在售二手房
20201222,相城,黄埭,河渎里,17391元/m2,1套在售二手房
20201222,相城,黄埭,中市南路西侧16号,17568元/m2,1套在售二手房
20201222,相城,黄埭,中市路,暂无,0套在售二手房
20201222,相城,黄埭,教工公寓,16306元/m2,2套在售二手房
20201222,相城,黄埭,白果园新村,13750元/m2,0套在售二手房
20201222,相城,黄埭,黄埭农贸市场,17237元/m2,0套在售二手房
20201222,相城,黄埭,兴隆街27号,暂无,1套在售二手房
20201222,相城,黄埭,春申二村,14682元/m2,5套在售二手房
20201222,相城,黄埭,黄埭大街散盘,暂无,0套在售二手房
20201222,相城,黄埭,越秀相悦四季雅苑,暂无,0套在售二手房
