20201222,吴中,尹山湖,中海双湾花园一期,28754元/m2,225套在售二手房
20201222,吴中,尹山湖,弘阳上湖,32539元/m2,124套在售二手房
20201222,吴中,尹山湖,保利悦玺,33535元/m2,150套在售二手房
20201222,吴中,尹山湖,阳光天地,29421元/m2,250套在售二手房
20201222,吴中,尹山湖,保利居上,30818元/m2,108套在售二手房
20201222,吴中,尹山湖,首开常青藤,28032元/m2,120套在售二手房
20201222,吴中,尹山湖,九龙仓碧堤半岛,30508元/m2,77套在售二手房
20201222,吴中,尹山湖,九龙仓碧堤雅苑,31820元/m2,105套在售二手房
20201222,吴中,尹山湖,合景叠翠峰,30728元/m2,78套在售二手房
20201222,吴中,尹山湖,中海双湾花园二期,29910元/m2,82套在售二手房
20201222,吴中,尹山湖,中海双湾锦园,29056元/m2,158套在售二手房
20201222,吴中,尹山湖,保利观湖国际,30409元/m2,80套在售二手房
20201222,吴中,尹山湖,御湖湾,29419元/m2,72套在售二手房
20201222,吴中,尹山湖,尹山湖韵佳苑,30196元/m2,76套在售二手房
20201222,吴中,尹山湖,鑫苑湖居世家,30030元/m2,128套在售二手房
20201222,吴中,尹山湖,中海青公馆,29581元/m2,97套在售二手房
20201222,吴中,尹山湖,保利悦都,33771元/m2,30套在售二手房
20201222,吴中,尹山湖,湖韵公馆,20332元/m2,23套在售二手房
20201222,吴中,尹山湖,国泰三村,19765元/m2,18套在售二手房
20201222,吴中,尹山湖,保利悦公馆,18732元/m2,64套在售二手房
20201222,吴中,尹山湖,保利悦都东区,32357元/m2,18套在售二手房
20201222,吴中,尹山湖,中海财富金街,暂无,0套在售二手房
